sequence_name,sample_date,epi_week,country,adm1,adm2,lineage,lineages_version,uk_lineage,acc_lineage,del_lineage,phylotype,acc_introduction,del_introduction,sequencing_org_code
England/SHEF-C8778/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_404,UK5_1.1.1,B.1.X_613,B.1.X_930,SHEF
England/SHEF-C42C6/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK5521,B.1.Y.X_228,B.1.Y.X_237,,B.1.Y.X_258,B.1.Y.X_268,SHEF
England/SHEF-CDD44/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_406,UK5_1.1.1.5,B.1.X_613,B.1.X_928,SHEF
England/SHEF-C1029/2020,2020-04-16,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.10,2020-05-19,UK72,B_475,B_501,UK72_1.1.1,B_419,B_453,SHEF
England/SHEF-D0F57/2020,2020-04-16,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK24,B.1.X_2322,B.1.X_2779,UK24_1,B.1.X_1468,B.1.X_2029,SHEF
England/SHEF-D29DF/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_406,UK5_1.1.1.5,B.1.X_613,B.1.X_928,SHEF
England/SHEF-CCFB8/2020,2020-03-25,13.0,UK,UK-ENG,SOUTH YORKSHIRE,B.2,2020-05-19,UK5897,B.2_1192,B.2_1243,,B.2_1296,B.2_1380,SHEF
England/SHEF-D087A/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_167,UK5_1.1.1.1.1,B.1.X_613,B.1.X_658,SHEF
England/SHEF-CDC29/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK419,B.1.X_2321,B.1.X_2778,UK419_1,B.1.X_1469,B.1.X_2030,SHEF
England/SHEF-CA10F/2020,2020-04-17,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK5320,B.1.X_170,B.1.X_610,,B.1.X_1200,B.1.X_1738,SHEF
England/SHEF-CC6E0/2020,2020-04-16,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK343,B.1_1297,B.1_1315,UK343_1,B.1_1995,B.1_2038,SHEF
England/SHEF-D1C22/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK2905,B.1.X_2316,B.1.X_2773,UK2905_1.1,B.1.X_1474,B.1.X_2035,SHEF
England/SHEF-C676B/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1,2020-05-19,UK5337,B.1.X_2314,B.1.X_2771,,B.1.X_1476,B.1.X_2037,SHEF
England/SHEF-D2EA3/2020,2020-04-14,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1,2020-05-19,UK343,B.1_1297,B.1_1315,UK343_1,B.1_1995,B.1_2038,SHEF
England/SHEF-C7EDE/2020,2020-04-15,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.9,2020-05-19,UK23,B_477,B_22,UK23_1.1.2.1,B_328,B_340,SHEF
England/SHEF-C84DB/2020,2020-04-15,16.0,UK,UK-ENG,SOUTH YORKSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_406,UK5_1.1.1.5,B.1.X_613,B.1.X_928,SHEF
England/BRIS-12A88F/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5309,B.1.X_210,B.1.X_653,UK5309_1.1,B.1.X_1103,B.1.X_1625,SANG
England/BRIS-12A676/2020,2020-05-01,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A843/2020,2020-04-29,18.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK726,B.1.Y.X_230,B.1.Y.X_239,UK726_1.1,B.1.Y.X_256,B.1.Y.X_266,SANG
England/BRIS-129862/2020,2020-04-01,14.0,UK,UK-ENG,GLOUCESTERSHIRE,B.2,2020-05-19,UK5666,B.2_1117,B.2_1168,UK5666_1,B.2_929,B.2_1007,SANG
England/BRIS-12A2BE/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK634,B.1.X_2312,B.1.X_2769,UK634_1,B.1.X_1478,B.1.X_2039,SANG
England/BRIS-12A719/2020,2020-05-01,18.0,UK,UK-ENG,DEVON,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_403,UK5_1.1.1.7,B.1.X_613,B.1.X_931,SANG
England/BRIS-129E33/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1,2020-05-19,UK5084,B.1_360,B.1_371,UK5084_1.1,B.1_1821,B.1_1853,SANG
England/BRIS-12A245/2020,2020-04-16,16.0,UK,UK-ENG,WILTSHIRE,B.1.72,2020-05-19,UK346,B.1_1296,B.1_1314,UK346_1.1,B.1_1996,B.1_2039,SANG
England/BRIS-12AF02/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK147,B.1.X_2339,B.1.X_431,UK147_1,B.1.X_1355,B.1.X_1893,SANG
England/BRIS-12A37F/2020,2020-04-30,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5259,B.1.X_297,B.1.X_745,UK5259_1,B.1.X_873,B.1.X_1383,SANG
England/BRIS-129CDF/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.2,2020-05-19,UK5893,B.2_830,B.2_881,,B.2_1257,B.2_1335,SANG
England/BRIS-12A360/2020,2020-04-29,18.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK5339,B.1.X_2311,B.1.X_2768,UK5339_1,B.1.X_1479,B.1.X_2040,SANG
England/BRIS-129DDC/2020,2020-04-16,16.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5339,B.1.X_2311,B.1.X_2768,UK5339_1,B.1.X_1479,B.1.X_2040,SANG
England/BRIS-12A4B8/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5260,B.1.X_296,B.1.X_744,UK5260_1.1,B.1.X_874,B.1.X_1384,SANG
England/BRIS-12AC1A/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5340,B.1.X_2310,B.1.X_2767,,B.1.X_1480,B.1.X_2041,SANG
England/BRIS-129CEE/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1,2020-05-19,UK5522,B.1.Y.X_227,B.1.Y.X_236,,B.1.Y.X_259,B.1.Y.X_269,SANG
England/BRIS-12A227/2020,2020-04-16,16.0,UK,UK-ENG,WILTSHIRE,B.2.1,2020-05-19,UK115,B.2_763,B.2_816,UK115_1.1,B.2_109,B.2_135,SANG
England/BRIS-129EBB/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK767,B.1.X_2309,B.1.X_2766,UK767_1,B.1.X_1481,B.1.X_2042,SANG
England/BRIS-12A3D9/2020,2020-04-30,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.1,B.1.X_30,B.1.X_30,SANG
England/BRIS-12AED8/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5341,B.1.X_2308,B.1.X_2765,,B.1.X_1482,B.1.X_2043,SANG
England/BRIS-129A99/2020,2020-04-15,16.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK45,B.1.X_2307,B.1.X_2764,UK45_1.1,B.1.X_1483,B.1.X_2044,SANG
England/BRIS-12A658/2020,2020-05-01,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A6C1/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5260,B.1.X_296,B.1.X_744,UK5260_1.1,B.1.X_874,B.1.X_1384,SANG
England/BRIS-12ABA4/2020,2020-05-01,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5342,B.1.X_2306,B.1.X_2763,,B.1.X_1484,B.1.X_2045,SANG
England/BRIS-12A3AC/2020,2020-04-30,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.1.1,B.1.X_30,B.1.X_30,SANG
England/BRIS-129F5E/2020,2020-04-16,16.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK998,B.1_1295,B.1_1313,UK998_1,B.1_1997,B.1_2040,SANG
England/BRIS-12A5F1/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK63,B.1.X_121,B.1.X_560,UK63_1.1,B.1.X_1361,B.1.X_1922,SANG
England/BRIS-12AD80/2020,2020-05-01,18.0,UK,UK-ENG,WILTSHIRE,B.1.5,2020-05-19,UK109,B.1_226,B.1_233,UK109_1.1,B.1_500,B.1_500,SANG
England/BRIS-12AC65/2020,2020-05-01,18.0,UK,UK-ENG,DORSET,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.2.1,B.1.X_30,B.1.X_30,SANG
England/BRIS-12AD9F/2020,2020-05-01,18.0,UK,UK-ENG,WILTSHIRE,B.1.1.8,2020-05-19,UK66,B.1.X_13,B.1.X_443,UK66_1.1,B.1.X_642,B.1.X_1144,SANG
England/BRIS-12A290/2020,2020-04-16,16.0,UK,UK-ENG,SOMERSET,B.2.1,2020-05-19,UK776,B.2_762,B.2_815,UK776_1,B.2_110,B.2_136,SANG
England/BRIS-12ADCC/2020,2020-05-02,18.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK5260,B.1.X_296,B.1.X_744,UK5260_1.1,B.1.X_874,B.1.X_1384,SANG
England/BRIS-12A649/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK441,B.1.X_2305,B.1.X_2762,UK441_1.1,B.1.X_1485,B.1.X_2046,SANG
England/BRIS-12AF11/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.5,2020-05-19,UK2056,B.1_225,B.1_232,,B.1_501,B.1_501,SANG
England/BRIS-12A218/2020,2020-04-16,16.0,UK,UK-ENG,WILTSHIRE,B.1.5,2020-05-19,UK109,B.1_226,B.1_233,UK109_1.1,B.1_500,B.1_500,SANG
England/BRIS-12AB77/2020,2020-05-01,18.0,UK,UK-ENG,NOT FOUND,B.1,2020-05-19,UK368,B.1_1294,B.1_1312,UK368_1.1,B.1_1998,B.1_2041,SANG
England/BRIS-12A98C/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK129,B.1.X_2304,B.1.X_2761,UK129_1,B.1.X_1486,B.1.X_2047,SANG
England/BRIS-12AA3E/2020,2020-04-30,18.0,UK,UK-ENG,WILTSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_219,UK5_1.1.1.1.3,B.1.X_613,B.1.X_870,SANG
England/BRIS-129835/2020,2020-03-31,14.0,UK,UK-ENG,WILTSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_218,UK5_1.1.1.1,B.1.X_613,B.1.X_871,SANG
England/BRIS-129E9D/2020,2020-04-15,16.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK726,B.1.Y.X_230,B.1.Y.X_239,UK726_1.1.1.1,B.1.Y.X_256,B.1.Y.X_266,SANG
England/BRIS-12A2FA/2020,2020-04-16,16.0,UK,UK-ENG,CORNWALL,B.2,2020-05-19,UK360,B.2_829,B.2_880,UK360_1.1,B.2_1258,B.2_1336,SANG
England/BRIS-12ADEA/2020,2020-05-02,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A61C/2020,2020-04-29,18.0,UK,UK-ENG,DEVON,B.1.1,2020-05-19,UK63,B.1.X_121,B.1.X_560,UK63_1,B.1.X_1362,B.1.X_1923,SANG
England/BRIS-12AE9C/2020,2020-05-02,18.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK5523,B.1.Y.X_226,B.1.Y.X_235,UK5523_1,B.1.Y.X_260,B.1.Y.X_270,SANG
England/BRIS-129F21/2020,2020-04-14,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5217,B.1.X_430,B.1.X_887,UK5217_1,B.1.X_396,B.1.X_396,SANG
England/BRIS-12A184/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.2.1,2020-05-19,UK115,B.2_763,B.2_816,UK115_1.1,B.2_109,B.2_135,SANG
England/BRIS-12A9C8/2020,2020-04-30,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12AC56/2020,2020-04-30,18.0,UK,UK-ENG,DORSET,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.2.1,B.1.X_30,B.1.X_30,SANG
England/BRIS-12AB2C/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_402,UK5_1.1.1.8,B.1.X_613,B.1.X_932,SANG
England/BRIS-12A0A5/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.8,2020-05-19,UK66,B.1.X_13,B.1.X_443,UK66_1.2.1,B.1.X_643,B.1.X_1145,SANG
England/BRIS-12AEBA/2020,2020-05-01,18.0,UK,UK-ENG,WILTSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_219,UK5_1.1.1.1.3,B.1.X_613,B.1.X_870,SANG
England/BRIS-12AE05/2020,2020-05-01,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A62B/2020,2020-04-29,18.0,UK,UK-ENG,DEVON,B.1.1,2020-05-19,UK63,B.1.X_121,B.1.X_560,UK63_1,B.1.X_1370,B.1.X_1931,SANG
England/BRIS-1298DB/2020,2020-03-31,14.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK637,B.1.X_2303,B.1.X_2760,UK637_1,B.1.X_1487,B.1.X_2048,SANG
England/BRIS-12A421/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_402,UK5_1.1.1.8,B.1.X_613,B.1.X_932,SANG
England/BRIS-129D27/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5343,B.1.X_2302,B.1.X_2759,,B.1.X_1488,B.1.X_2049,SANG
England/BRIS-12AD71/2020,2020-05-01,18.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK5344,B.1.X_2301,B.1.X_2758,,B.1.X_1489,B.1.X_2050,SANG
England/BRIS-129C2A/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5211,B.1.X_477,B.1.X_934,UK5211_1,B.1.X_349,B.1.X_349,SANG
England/BRIS-12A403/2020,2020-04-30,18.0,UK,UK-ENG,NOT FOUND,B.1.1.10,2020-05-19,UK28,B.1.X_20,B.1.X_450,UK28_1.1.1,B.1.X_501,B.1.X_518,SANG
England/BRIS-12AAB6/2020,2020-04-29,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_402,UK5_1.1.1.8,B.1.X_613,B.1.X_932,SANG
England/BRIS-129871/2020,2020-04-01,14.0,UK,UK-ENG,SOMERSET,B.1.1.10,2020-05-19,UK3201,B.1.X_395,B.1.X_845,UK3201_1,B.1.X_526,B.1.X_543,SANG
England/BRIS-12AA7A/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_217,UK5_1.1.1.1,B.1.X_613,B.1.X_872,SANG
England/BRIS-12ACFC/2020,2020-05-01,18.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK5523,B.1.Y.X_226,B.1.Y.X_235,UK5523_1,B.1.Y.X_260,B.1.Y.X_270,SANG
England/BRIS-129CFD/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1,2020-05-19,UK5524,B.1.Y.X_225,B.1.Y.X_234,,B.1.Y.X_261,B.1.Y.X_271,SANG
England/BRIS-12AA98/2020,2020-04-29,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-129B5A/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.3,2020-05-19,UK61,B_185,B_211,UK61_1,B_247,B_248,SANG
England/BRIS-129E42/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1,2020-05-19,UK5084,B.1_360,B.1_371,UK5084_1.1.1,B.1_1821,B.1_1853,SANG
England/BRIS-129932/2020,2020-03-31,14.0,UK,UK-ENG,HAMPSHIRE,B.1.1,2020-05-19,UK3960,B.1.X_2300,B.1.X_2757,UK3960_1,B.1.X_1490,B.1.X_2051,SANG
England/BRIS-129CC0/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5211,B.1.X_477,B.1.X_934,UK5211_1,B.1.X_349,B.1.X_349,SANG
England/BRIS-12A254/2020,2020-04-16,16.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK5309,B.1.X_210,B.1.X_653,UK5309_1,B.1.X_1104,B.1.X_1626,SANG
England/BRIS-129D81/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1,2020-05-19,UK5084,B.1_360,B.1_371,UK5084_1.1.1,B.1_1821,B.1_1853,SANG
England/BRIS-12A9D7/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK637,B.1.X_2303,B.1.X_2760,UK637_1.1,B.1.X_1487,B.1.X_2048,SANG
England/BRIS-129EAC/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.p11,2020-05-19,UK179,B.1.X_219,B.1.X_662,UK179_1.1.1,B.1.X_1053,B.1.X_1575,SANG
England/BRIS-12A913/2020,2020-04-28,18.0,UK,UK-ENG,DORSET,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_401,UK5_1.1.1,B.1.X_613,B.1.X_933,SANG
England/BRIS-12A157/2020,2020-04-16,16.0,UK,UK-ENG,DORSET,B.1.1,2020-05-19,UK5345,B.1.X_2299,B.1.X_2756,UK5345_1,B.1.X_1491,B.1.X_2052,SANG
England/BRIS-12A1A2/2020,2020-04-16,16.0,UK,UK-ENG,OXFORDSHIRE,B.1.1,2020-05-19,UK1023,B.1.X_2298,B.1.X_2755,UK1023_1,B.1.X_1492,B.1.X_2053,SANG
England/BRIS-12A4C7/2020,2020-04-30,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_402,UK5_1.1.1.8,B.1.X_613,B.1.X_932,SANG
England/BRIS-12A96E/2020,2020-04-29,18.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK129,B.1.X_2304,B.1.X_2761,UK129_1,B.1.X_1486,B.1.X_2047,SANG
England/BRIS-129FE5/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK923,B.1.X_2297,B.1.X_2754,UK923_1,B.1.X_1493,B.1.X_2054,SANG
England/BRIS-12A54C/2020,2020-04-30,18.0,UK,UK-ENG,DEVON,B.1.1,2020-05-19,UK63,B.1.X_121,B.1.X_560,UK63_1,B.1.X_1371,B.1.X_1932,SANG
England/BRIS-129C93/2020,2020-04-15,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK350,B.1.X_2296,B.1.X_2753,UK350_1,B.1.X_1494,B.1.X_2055,SANG
England/BRIS-12A8AD/2020,2020-04-29,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK2548,B.1.X_538,B.1.X_995,UK2548_1,B.1.X_31,B.1.X_31,SANG
England/BRIS-12A931/2020,2020-04-28,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5346,B.1.X_2295,B.1.X_2752,,B.1.X_1495,B.1.X_2056,SANG
England/BRIS-12AA6B/2020,2020-04-29,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK4244,B.1.X_2294,B.1.X_2751,UK4244_1,B.1.X_1496,B.1.X_2057,SANG
England/BRIS-129B96/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1,2020-05-19,UK5091,B.1_1293,B.1_1311,,B.1_1999,B.1_2042,SANG
England/BRIS-12A500/2020,2020-04-29,18.0,UK,UK-ENG,CORNWALL,B.1.1,2020-05-19,UK1006,B.1.X_12,B.1.X_441,UK1006_1.1.1,B.1.X_869,B.1.X_1379,SANG
England/BRIS-12A9E6/2020,2020-04-30,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A236/2020,2020-04-16,16.0,UK,UK-ENG,NOT FOUND,B.2,2020-05-19,UK70,B.2_110,B.2_166,UK70_1.1,B.2_1248,B.2_1326,SANG
England/BRIS-12A2DC/2020,2020-04-16,16.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK5515,B.1.Y.X_32,B.1.Y.X_41,,B.1.Y.X_225,B.1.Y.X_225,SANG
England/BRIS-12AF8A/2020,2020-05-03,19.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_400,UK5_1.1.1,B.1.X_613,B.1.X_934,SANG
England/BRIS-12A0B4/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.8,2020-05-19,UK66,B.1.X_13,B.1.X_443,UK66_1.2.1,B.1.X_643,B.1.X_1145,SANG
England/BRIS-12AF7B/2020,2020-05-02,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK251,B.1.X_2293,B.1.X_2750,UK251_1.1,B.1.X_1497,B.1.X_2058,SANG
England/BRIS-12A272/2020,2020-04-16,16.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK1023,B.1.X_2298,B.1.X_2755,UK1023_1,B.1.X_1492,B.1.X_2053,SANG
England/BRIS-12A816/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK511,B.1.X_2327,B.1.X_2784,UK511_1,B.1.X_1463,B.1.X_2024,SANG
England/BRIS-12AB1D/2020,2020-04-30,18.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK5347,B.1.X_2292,B.1.X_2749,UK5347_1,B.1.X_1498,B.1.X_2059,SANG
England/BRIS-129FC7/2020,2020-04-16,16.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.p11,2020-05-19,UK179,B.1.X_219,B.1.X_662,UK179_1.1.1,B.1.X_1053,B.1.X_1575,SANG
England/BRIS-129DCD/2020,2020-04-12,16.0,UK,UK-ENG,DORSET,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.3,B.1.X_30,B.1.X_30,SANG
England/BRIS-12A5B5/2020,2020-05-01,18.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK726,B.1.Y.X_230,B.1.Y.X_239,UK726_1.1.1,B.1.Y.X_256,B.1.Y.X_266,SANG
England/BRIS-12A5A6/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK1027,B.1.X_2291,B.1.X_2748,UK1027_1.1,B.1.X_1499,B.1.X_2060,SANG
England/BRIS-12AFA8/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1,2020-05-19,UK441,B.1.X_2305,B.1.X_2762,UK441_1.1,B.1.X_1485,B.1.X_2046,SANG
England/BRIS-12A12A/2020,2020-04-11,15.0,UK,UK-ENG,WILTSHIRE,B.3,2020-05-19,UK1766,B_184,B_210,,B_248,B_249,SANG
England/BRIS-12A38E/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1,2020-05-19,UK368,B.1_1294,B.1_1312,UK368_1.2,B.1_1998,B.1_2041,SANG
England/BRIS-12A870/2020,2020-04-29,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5259,B.1.X_297,B.1.X_745,UK5259_1,B.1.X_873,B.1.X_1383,SANG
England/BRIS-12A2CD/2020,2020-04-11,15.0,UK,UK-ENG,OXFORDSHIRE,B.1.1.10,2020-05-19,UK5319,B.1.X_172,B.1.X_612,,B.1.X_1198,B.1.X_1736,SANG
England/BRIS-129C48/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5309,B.1.X_210,B.1.X_653,UK5309_1.1,B.1.X_1103,B.1.X_1625,SANG
England/BRIS-1299F6/2020,2020-04-01,14.0,UK,UK-ENG,SOMERSET,B.2.1,2020-05-19,UK776,B.2_762,B.2_815,UK776_1,B.2_110,B.2_136,SANG
England/BRIS-12AB4A/2020,2020-05-01,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_403,UK5_1.1.1.7,B.1.X_613,B.1.X_931,SANG
England/BRIS-129CA2/2020,2020-04-15,16.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK5348,B.1.X_2290,B.1.X_2747,,B.1.X_1500,B.1.X_2061,SANG
England/BRIS-12A9F5/2020,2020-04-30,18.0,UK,UK-ENG,SOMERSET,B.1.1,2020-05-19,UK5338,B.1.X_2313,B.1.X_2770,UK5338_1,B.1.X_1477,B.1.X_2038,SANG
England/BRIS-12A351/2020,2020-04-30,18.0,UK,UK-ENG,GLOUCESTERSHIRE,B.1.1.10,2020-05-19,UK28,B.1.X_20,B.1.X_450,UK28_1.1,B.1.X_501,B.1.X_518,SANG
England/BRIS-12A1DF/2020,2020-04-16,16.0,UK,UK-ENG,WILTSHIRE,B.1.1,2020-05-19,UK158,B.1.X_537,B.1.X_994,UK158_1.1.1,B.1.X_32,B.1.X_32,SANG
England/BRIS-12A3BB/2020,2020-04-30,18.0,UK,UK-ENG,NOT FOUND,B.1.1,2020-05-19,UK177,B.1.X_539,B.1.X_996,UK177_1.1.1,B.1.X_30,B.1.X_30,SANG
